time:timestamp,Activity,Resource,case:concept:name,case:variant-index,environment
2010-10-20 14:53:10,Take in charge ticket,14,977,3,1
2010-10-22 11:02:38,Resolve ticket,9,977,3,1
2010-11-06 12:02:55,Closed,5,977,3,1
2011-10-05 15:20:09,Assign seriousness,1,978,4,1
2011-10-05 15:23:42,Assign seriousness,1,978,4,1
2011-10-05 15:24:50,Take in charge ticket,17,978,4,1
2011-10-06 08:10:06,Resolve ticket,17,978,4,1
2011-11-18 16:30:31,Closed,5,978,4,1
2013-09-24 07:31:20,Assign seriousness,1,979,1,1
2013-09-24 07:31:53,Take in charge ticket,1,979,1,1
2013-10-18 15:33:59,Resolve ticket,1,979,1,1
2013-11-02 16:34:17,Closed,3,979,1,1
2013-04-19 16:00:59,Assign seriousness,1,980,21,1
2013-05-15 10:04:42,Assign seriousness,2,980,21,1
2013-05-15 10:05:53,Resolve ticket,2,980,21,1
2013-05-30 10:06:11,Closed,3,980,21,1
2012-07-10 10:42:30,Assign seriousness,1,981,6,1
2012-07-10 10:42:39,Take in charge ticket,1,981,6,1
2012-07-12 08:25:33,Resolve ticket,1,981,6,1
2012-07-12 08:25:34,Resolve ticket,1,981,6,1
2012-08-10 10:50:34,Closed,5,981,6,1
2011-11-11 10:56:00,Assign seriousness,1,982,1,1
2011-11-11 11:16:00,Take in charge ticket,1,982,1,1
2011-11-11 11:34:23,Resolve ticket,1,982,1,1
2011-12-29 11:00:34,Closed,5,982,1,1
2012-03-08 11:10:56,Assign seriousness,13,983,5,1
2012-03-08 11:11:48,Resolve ticket,13,983,5,1
2012-04-10 10:20:47,Closed,5,983,5,1
2013-01-28 15:11:17,Take in charge ticket,1,984,11,1
2013-02-15 08:07:20,Resolve ticket,1,984,11,1
2013-03-02 08:07:34,Closed,3,984,11,1
2010-08-25 07:23:31,Assign seriousness,19,985,1,1
2010-08-25 10:54:48,Take in charge ticket,17,985,1,1
2010-08-25 10:56:21,Resolve ticket,17,985,1,1
2010-10-08 07:30:39,Closed,5,985,1,1
2013-04-22 12:51:52,Assign seriousness,14,986,2,1
2013-04-29 07:50:34,Take in charge ticket,12,986,2,1
2013-04-29 08:41:33,Wait,12,986,2,1
2013-05-10 07:24:20,Resolve ticket,12,986,2,1
2013-05-25 07:24:42,Closed,3,986,2,1
2010-04-19 12:49:41,Assign seriousness,2,987,9,1
2010-04-21 09:03:49,Take in charge ticket,2,987,9,1
2010-04-21 12:29:17,Resolve ticket,2,987,9,1
2010-04-21 14:21:45,Take in charge ticket,2,987,9,1
2010-04-22 08:03:28,Resolve ticket,2,987,9,1
2010-06-04 12:51:21,Closed,5,987,9,1
2013-01-21 15:09:45,Assign seriousness,13,988,2,1
2013-02-07 16:27:28,Take in charge ticket,2,988,2,1
2013-02-18 08:07:33,Wait,9,988,2,1
2013-02-18 10:30:18,Resolve ticket,9,988,2,1
2013-03-05 10:30:29,Closed,3,988,2,1
2013-02-12 14:02:02,Assign seriousness,1,989,2,1
2013-02-28 11:36:52,Take in charge ticket,2,989,2,1
2013-02-28 11:40:34,Wait,9,989,2,1
2013-03-01 10:22:10,Resolve ticket,9,989,2,1
2013-03-16 10:22:26,Closed,3,989,2,1
2012-06-18 10:46:34,Assign seriousness,13,990,1,1
2012-06-19 07:27:20,Take in charge ticket,6,990,1,1
2012-06-20 08:09:59,Resolve ticket,6,990,1,1
2012-08-02 08:13:12,Closed,5,990,1,1
2011-05-13 12:28:23,Assign seriousness,8,991,3,1
2011-05-13 12:29:05,Take in charge ticket,8,991,3,1
2011-05-18 07:02:46,Wait,6,991,3,1
2011-06-07 07:36:50,Take in charge ticket,11,991,3,1
2011-06-07 07:36:56,Resolve ticket,11,991,3,1
2011-07-06 12:33:34,Closed,5,991,3,1
2010-08-11 12:32:48,Assign seriousness,12,992,1,1
2010-09-02 08:04:35,Take in charge ticket,2,992,1,1
2010-09-02 08:05:33,Resolve ticket,2,992,1,1
2010-09-17 08:05:46,Closed,5,992,1,1
2011-03-14 11:11:23,Assign seriousness,8,993,3,1
2011-03-14 11:15:18,Take in charge ticket,8,993,3,1
2011-03-28 08:41:55,Wait,2,993,3,1
2011-03-30 10:22:37,Take in charge ticket,2,993,3,1
2011-03-30 10:22:49,Resolve ticket,2,993,3,1
2011-04-16 13:00:24,Closed,5,993,3,1
2011-02-07 16:49:00,Assign seriousness,9,994,1,1
2011-02-08 16:04:33,Take in charge ticket,8,994,1,1
2011-02-18 14:37:11,Resolve ticket,2,994,1,1
2011-04-02 14:15:26,Closed,5,994,1,1
2011-05-25 08:48:31,Assign seriousness,8,995,3,1
2011-05-25 08:49:01,Take in charge ticket,8,995,3,1
2011-05-26 09:53:17,Wait,6,995,3,1
2011-07-01 08:04:12,Take in charge ticket,6,995,3,1
2011-07-01 08:14:34,Resolve ticket,6,995,3,1
2011-07-16 08:14:45,Closed,5,995,3,1
2010-12-23 13:51:43,Assign seriousness,8,996,1,1
2010-12-27 08:09:54,Take in charge ticket,6,996,1,1
2011-01-14 09:31:54,Resolve ticket,6,996,1,1
2011-01-29 09:32:10,Closed,5,996,1,1
2011-11-18 13:35:12,Assign seriousness,1,997,1,1
2011-11-21 13:25:49,Take in charge ticket,13,997,1,1
2011-11-28 15:39:07,Resolve ticket,13,997,1,1
2011-12-21 13:40:35,Closed,5,997,1,1
2012-11-30 11:57:13,Assign seriousness,9,998,2,1
2012-11-30 11:57:38,Take in charge ticket,2,998,2,1
2012-12-04 09:55:27,Wait,9,998,2,1
2012-12-20 16:51:35,Resolve ticket,9,998,2,1
2013-01-04 16:51:50,Closed,3,998,2,1
2013-02-12 16:06:37,Assign seriousness,1,999,1,1
2013-02-25 11:37:20,Take in charge ticket,12,999,1,1
2013-03-14 16:24:30,Resolve ticket,12,999,1,1
2013-03-29 16:24:45,Closed,3,999,1,1
2010-01-21 08:53:28,Assign seriousness,2,1000,4,1
2010-01-21 08:53:34,Assign seriousness,2,1000,4,1
2010-01-21 08:53:40,Take in charge ticket,2,1000,4,1
2010-01-26 14:06:53,Resolve ticket,2,1000,4,1
2010-03-06 09:00:57,Closed,5,1000,4,1
2013-03-08 17:01:24,Assign seriousness,4,1001,1,1
2013-03-25 08:08:33,Take in charge ticket,4,1001,1,1
2013-03-28 10:31:21,Resolve ticket,4,1001,1,1
2013-04-12 09:31:36,Closed,3,1001,1,1
2010-08-25 10:36:10,Assign seriousness,19,1002,1,1
2010-08-27 07:34:45,Take in charge ticket,2,1002,1,1
2010-08-27 08:42:25,Resolve ticket,2,1002,1,1
2010-09-25 10:40:32,Closed,5,1002,1,1
2010-12-23 11:23:52,Assign seriousness,8,1003,1,1
2011-01-11 07:55:50,Take in charge ticket,2,1003,1,1
2011-01-20 10:59:03,Resolve ticket,2,1003,1,1
2011-02-04 10:59:20,Closed,5,1003,1,1
2011-09-21 07:09:20,Assign seriousness,1,1004,1,1
2011-09-26 08:52:05,Take in charge ticket,9,1004,1,1
2011-09-27 10:29:02,Resolve ticket,9,1004,1,1
2011-10-22 07:10:49,Closed,5,1004,1,1
2010-12-22 08:35:14,Assign seriousness,8,1005,1,1
2010-12-22 08:49:10,Take in charge ticket,2,1005,1,1
2011-01-13 14:26:36,Resolve ticket,2,1005,1,1
2011-02-18 08:40:43,Closed,5,1005,1,1
2010-01-22 11:09:40,Assign seriousness,2,1006,1,1
2010-01-22 11:09:51,Take in charge ticket,2,1006,1,1
2010-01-22 11:09:59,Resolve ticket,2,1006,1,1
2010-03-11 11:10:33,Closed,5,1006,1,1
2012-10-10 10:47:41,Assign seriousness,1,1007,1,1
2012-10-25 10:23:49,Take in charge ticket,9,1007,1,1
2012-11-12 08:37:18,Resolve ticket,12,1007,1,1
2012-11-27 08:37:28,Closed,3,1007,1,1
2011-10-25 14:35:19,Assign seriousness,4,1008,1,1
2011-10-26 07:19:46,Take in charge ticket,16,1008,1,1
2011-11-03 09:37:15,Resolve ticket,16,1008,1,1
2011-12-08 15:40:25,Closed,5,1008,1,1
2012-05-18 12:11:25,Assign seriousness,1,1009,2,1
2012-05-18 14:23:17,Take in charge ticket,9,1009,2,1
2012-05-18 15:07:29,Wait,9,1009,2,1
2012-05-22 07:53:06,Resolve ticket,9,1009,2,1
2012-06-28 14:10:31,Closed,5,1009,2,1
2013-06-21 07:11:34,Assign seriousness,14,1010,10,1
2013-06-24 10:06:24,Take in charge ticket,2,1010,10,1
2013-06-28 10:12:09,Require upgrade,1,1010,10,1
2013-07-17 15:38:54,Resolve ticket,1,1010,10,1
2013-08-01 15:39:11,Closed,3,1010,10,1
2011-09-06 15:37:27,Insert ticket,15,1011,7,1
2011-09-06 15:44:32,Assign seriousness,15,1011,7,1
2011-09-06 15:44:54,Take in charge ticket,15,1011,7,1
2011-09-06 15:55:58,Resolve ticket,15,1011,7,1
2011-10-22 15:40:25,Closed,5,1011,7,1
2010-05-25 15:14:28,Assign seriousness,2,1012,1,1
2010-05-28 15:38:09,Take in charge ticket,2,1012,1,1
2010-05-28 15:38:45,Resolve ticket,2,1012,1,1
2010-06-26 15:20:26,Closed,5,1012,1,1
2011-11-30 16:32:54,Assign seriousness,1,1013,5,1
2011-12-12 16:50:49,Resolve ticket,9,1013,5,1
2012-01-13 16:40:37,Closed,5,1013,5,1
2010-12-28 10:41:06,Assign seriousness,8,1014,3,1
2010-12-30 08:50:44,Take in charge ticket,6,1014,3,1
2010-12-30 08:51:13,Wait,6,1014,3,1
2011-01-13 16:53:03,Take in charge ticket,6,1014,3,1
2011-01-13 16:55:17,Resolve ticket,6,1014,3,1
2011-01-28 16:55:37,Closed,5,1014,3,1
2012-02-10 14:44:10,Assign seriousness,1,1015,1,1
2012-02-10 15:48:04,Take in charge ticket,2,1015,1,1
2012-02-15 11:07:17,Resolve ticket,2,1015,1,1
2012-03-14 14:50:15,Closed,5,1015,1,1
2011-04-13 07:43:01,Assign seriousness,8,1016,1,1
2011-04-13 07:45:30,Take in charge ticket,8,1016,1,1
2011-04-13 14:57:33,Resolve ticket,16,1016,1,1
2011-06-11 07:50:56,Closed,5,1016,1,1
2012-09-07 12:24:46,Assign seriousness,1,1017,26,1
2012-09-10 09:51:17,Take in charge ticket,3,1017,26,1
2012-09-17 09:56:36,Wait,4,1017,26,1
2012-10-02 07:03:02,Resolve ticket,4,1017,26,1
2012-10-02 07:03:22,Resolve ticket,4,1017,26,1
2012-10-17 07:03:17,Closed,3,1017,26,1
2010-09-16 09:03:22,Assign seriousness,14,1018,1,1
2010-09-16 09:48:31,Take in charge ticket,14,1018,1,1
2010-09-21 08:24:19,Resolve ticket,2,1018,1,1
2010-11-05 09:24:51,Closed,5,1018,1,1
2013-02-14 15:35:55,Assign seriousness,1,1019,2,1
2013-03-04 08:12:43,Take in charge ticket,2,1019,2,1
2013-03-04 08:33:32,Wait,1,1019,2,1
2013-03-04 10:43:19,Resolve ticket,1,1019,2,1
2013-03-19 10:43:39,Closed,3,1019,2,1
2012-05-15 08:09:38,Assign seriousness,4,1020,2,1
2012-05-15 08:09:57,Take in charge ticket,4,1020,2,1
2012-05-28 15:21:32,Wait,4,1020,2,1
2012-06-04 10:49:46,Resolve ticket,4,1020,2,1
2012-07-06 13:30:28,Closed,5,1020,2,1
2010-05-18 14:59:36,Assign seriousness,6,1021,1,1
2010-05-19 08:08:06,Take in charge ticket,2,1021,1,1
2010-05-20 10:17:39,Resolve ticket,2,1021,1,1
2010-06-25 15:01:30,Closed,5,1021,1,1
2012-01-05 16:55:40,Assign seriousness,1,1022,4,1
2012-01-05 16:55:53,Assign seriousness,1,1022,4,1
2012-01-11 11:59:45,Take in charge ticket,2,1022,4,1
2012-01-12 10:39:39,Resolve ticket,2,1022,4,1
2012-02-07 17:00:35,Closed,5,1022,4,1
2013-03-12 09:39:30,Assign seriousness,1,1023,8,1
2013-03-28 13:14:48,Resolve ticket,2,1023,8,1
2013-03-28 13:14:48,Resolve ticket,2,1023,8,1
2013-04-12 12:15:06,Closed,3,1023,8,1
2011-07-14 07:22:19,Assign seriousness,13,1024,4,1
2011-07-15 10:40:41,Assign seriousness,15,1024,4,1
2011-07-15 12:44:17,Take in charge ticket,15,1024,4,1
2011-07-18 08:33:09,Resolve ticket,15,1024,4,1
2011-08-20 07:31:38,Closed,5,1024,4,1
2011-03-18 09:41:58,Assign seriousness,8,1025,3,1
2011-03-18 09:42:34,Take in charge ticket,8,1025,3,1
2011-03-25 14:24:59,Wait,2,1025,3,1
2011-04-20 15:42:11,Take in charge ticket,2,1025,3,1
2011-04-20 15:42:20,Resolve ticket,2,1025,3,1
2011-05-05 15:42:36,Closed,5,1025,3,1
2013-05-13 15:56:12,Assign seriousness,14,1026,10,1
2013-05-20 08:37:45,Take in charge ticket,2,1026,10,1
2013-05-20 08:38:03,Require upgrade,4,1026,10,1
2013-06-04 16:04:46,Resolve ticket,4,1026,10,1
2013-06-19 16:05:00,Closed,3,1026,10,1
2013-04-16 13:36:13,Assign seriousness,1,1027,2,1
2013-04-29 08:23:18,Take in charge ticket,2,1027,2,1
2013-04-29 15:18:01,Wait,14,1027,2,1
2013-05-15 09:33:16,Resolve ticket,14,1027,2,1
2013-05-30 09:33:30,Closed,3,1027,2,1
2010-12-28 08:31:42,Assign seriousness,8,1028,1,1
2011-01-14 10:45:45,Take in charge ticket,6,1028,1,1
2011-01-14 10:46:06,Resolve ticket,6,1028,1,1
2011-01-29 10:46:26,Closed,5,1028,1,1
2012-05-09 09:25:28,Assign seriousness,1,1029,1,1
2012-05-09 13:22:38,Take in charge ticket,10,1029,1,1
2012-05-09 13:40:52,Resolve ticket,1,1029,1,1
2012-06-09 09:30:28,Closed,5,1029,1,1
2010-02-04 09:40:52,Assign seriousness,2,1030,115,1
2010-02-04 09:41:05,Assign seriousness,2,1030,115,1
2010-02-04 09:41:23,Take in charge ticket,2,1030,115,1
2010-02-04 09:41:33,Create SW anomaly,2,1030,115,1
2010-02-22 14:05:31,Resolve ticket,2,1030,115,1
2010-03-09 14:05:44,Closed,5,1030,115,1
2011-02-24 13:41:36,Assign seriousness,8,1031,3,1
2011-02-24 13:41:54,Take in charge ticket,8,1031,3,1
2011-03-07 16:53:23,Wait,9,1031,3,1
2011-03-25 09:53:46,Take in charge ticket,9,1031,3,1
2011-03-25 09:54:11,Resolve ticket,9,1031,3,1
2011-04-15 14:50:58,Closed,5,1031,3,1
2012-04-11 15:07:25,Assign seriousness,1,1032,2,1
2012-04-11 15:07:34,Take in charge ticket,1,1032,2,1
2012-04-17 12:29:31,Wait,1,1032,2,1
2012-05-15 12:31:57,Resolve ticket,1,1032,2,1
2012-06-01 15:20:26,Closed,5,1032,2,1
2011-11-10 08:25:05,Assign seriousness,1,1033,2,1
2011-11-18 11:29:26,Take in charge ticket,2,1033,2,1
2011-11-23 16:07:21,Wait,2,1033,2,1
2011-12-12 09:40:33,Resolve ticket,2,1033,2,1
2011-12-29 11:10:47,Closed,5,1033,2,1
2011-12-13 08:22:23,Assign seriousness,1,1034,1,1
2011-12-13 08:27:18,Take in charge ticket,4,1034,1,1
2011-12-13 11:50:30,Resolve ticket,4,1034,1,1
2012-01-13 08:30:30,Closed,5,1034,1,1
2010-12-20 13:19:58,Assign seriousness,9,1035,13,1
2010-12-20 16:42:41,Assign seriousness,2,1035,13,1
2010-12-20 16:42:50,Take in charge ticket,2,1035,13,1
2010-12-21 08:59:57,Wait,9,1035,13,1
2010-12-22 16:57:41,Take in charge ticket,2,1035,13,1
2010-12-22 16:58:03,Resolve ticket,2,1035,13,1
2011-01-21 16:58:17,Closed,5,1035,13,1
2012-05-29 15:38:19,Assign seriousness,1,1036,3,1
2012-05-29 15:38:27,Take in charge ticket,1,1036,3,1
2012-05-30 14:35:37,Wait,1,1036,3,1
2012-05-30 15:32:51,Take in charge ticket,1,1036,3,1
2012-06-01 12:40:27,Resolve ticket,1,1036,3,1
2012-06-30 07:41:01,Closed,5,1036,3,1
2011-10-24 10:11:15,Assign seriousness,4,1037,1,1
2011-10-24 10:19:04,Take in charge ticket,1,1037,1,1
2011-10-24 11:02:57,Resolve ticket,1,1037,1,1
2011-12-09 11:20:28,Closed,5,1037,1,1
2012-07-24 15:29:40,Assign seriousness,1,1038,1,1
2012-07-25 13:33:25,Take in charge ticket,4,1038,1,1
2012-07-25 13:53:33,Resolve ticket,4,1038,1,1
2012-09-01 08:14:01,Closed,5,1038,1,1
2012-06-28 10:14:33,Assign seriousness,1,1039,1,1
2012-06-28 10:55:42,Take in charge ticket,4,1039,1,1
2012-06-29 14:35:15,Resolve ticket,4,1039,1,1
2012-07-31 10:20:39,Closed,5,1039,1,1
2012-02-20 08:07:43,Assign seriousness,1,1040,1,1
2012-02-20 08:07:57,Take in charge ticket,1,1040,1,1
2012-02-21 16:35:15,Resolve ticket,1,1040,1,1
2012-04-04 07:10:38,Closed,5,1040,1,1
2012-05-02 10:44:47,Assign seriousness,1,1041,1,1
2012-05-02 10:44:54,Take in charge ticket,1,1041,1,1
2012-05-08 08:37:30,Resolve ticket,1,1041,1,1
2012-06-09 10:50:29,Closed,5,1041,1,1
2012-05-23 08:22:52,Assign seriousness,1,1042,1,1
2012-05-23 10:07:38,Take in charge ticket,9,1042,1,1
2012-05-23 14:24:29,Resolve ticket,9,1042,1,1
2012-06-23 08:30:21,Closed,5,1042,1,1
2012-11-15 08:29:06,Assign seriousness,4,1043,2,1
2012-11-19 15:26:43,Take in charge ticket,2,1043,2,1
2012-11-22 16:04:35,Wait,2,1043,2,1
2012-12-17 09:28:26,Resolve ticket,2,1043,2,1
2013-01-01 09:28:46,Closed,3,1043,2,1
2010-05-13 14:45:13,Assign seriousness,2,1044,20,1
2010-05-17 16:21:00,Take in charge ticket,16,1044,20,1
2010-05-17 17:10:24,Resolve ticket,16,1044,20,1
2010-05-18 08:21:15,Take in charge ticket,16,1044,20,1
2010-05-18 08:44:56,Wait,16,1044,20,1
2010-05-18 09:26:17,Take in charge ticket,16,1044,20,1
2010-05-18 09:28:09,Resolve ticket,16,1044,20,1
2010-06-26 14:50:32,Closed,5,1044,20,1
2011-06-24 10:10:25,Assign seriousness,9,1045,1,1
2011-06-27 13:36:12,Take in charge ticket,2,1045,1,1
2011-06-27 13:37:30,Resolve ticket,2,1045,1,1
2011-08-22 10:20:40,Closed,5,1045,1,1
2012-04-02 08:42:04,Assign seriousness,1,1046,1,1
2012-04-02 08:42:15,Take in charge ticket,1,1046,1,1
2012-04-02 10:12:04,Resolve ticket,1,1046,1,1
2012-05-18 08:52:05,Closed,5,1046,1,1
2011-07-14 10:17:31,Assign seriousness,13,1047,17,1
2011-07-15 07:34:30,Assign seriousness,13,1047,17,1
2011-07-15 09:49:56,Take in charge ticket,7,1047,17,1
2011-07-15 09:51:05,Wait,7,1047,17,1
2011-07-15 13:18:05,Resolve ticket,2,1047,17,1
2011-08-27 10:20:45,Closed,5,1047,17,1
2010-12-13 10:53:33,Assign seriousness,9,1048,3,1
2010-12-13 10:53:45,Take in charge ticket,9,1048,3,1
2010-12-13 10:54:14,Wait,9,1048,3,1
2010-12-30 08:41:02,Take in charge ticket,9,1048,3,1
2010-12-30 08:41:14,Resolve ticket,9,1048,3,1
2011-01-19 08:50:44,Closed,5,1048,3,1
2012-02-09 14:14:35,Assign seriousness,1,1049,6,1
2012-02-09 14:15:26,Take in charge ticket,1,1049,6,1
2012-02-14 16:45:38,Resolve ticket,2,1049,6,1
2012-02-14 16:45:38,Resolve ticket,2,1049,6,1
2012-03-24 14:20:38,Closed,5,1049,6,1
2011-05-12 08:27:06,Assign seriousness,8,1050,73,1
2011-05-12 08:27:37,Take in charge ticket,8,1050,73,1
2011-05-13 10:46:18,Wait,9,1050,73,1
2011-05-20 07:05:57,Take in charge ticket,9,1050,73,1
2011-05-20 07:06:09,Resolve ticket,9,1050,73,1
2011-06-07 09:09:31,Take in charge ticket,9,1050,73,1
2011-06-08 08:09:20,Wait,9,1050,73,1
2011-06-08 12:44:40,Take in charge ticket,9,1050,73,1
2011-06-08 12:44:48,Resolve ticket,9,1050,73,1
2011-06-23 12:44:59,Closed,5,1050,73,1
2010-12-27 08:06:01,Assign seriousness,9,1051,1,1
2010-12-27 14:46:09,Take in charge ticket,2,1051,1,1
2011-01-18 11:26:09,Resolve ticket,2,1051,1,1
2011-02-02 11:26:23,Closed,5,1051,1,1
2011-02-03 14:26:08,Assign seriousness,8,1052,1,1
2011-02-03 16:19:25,Take in charge ticket,8,1052,1,1
2011-02-03 16:20:49,Resolve ticket,8,1052,1,1
2011-04-03 13:30:41,Closed,5,1052,1,1
2011-06-30 14:53:16,Assign seriousness,8,1053,17,1
2011-06-30 14:53:32,Assign seriousness,8,1053,17,1
2011-07-05 14:22:24,Take in charge ticket,9,1053,17,1
2011-07-05 14:26:48,Wait,9,1053,17,1
2011-07-20 13:19:43,Resolve ticket,9,1053,17,1
2011-08-04 13:20:00,Closed,5,1053,17,1
2013-02-07 13:32:19,Assign seriousness,4,1054,2,1
2013-02-07 13:32:43,Take in charge ticket,2,1054,2,1
2013-02-15 11:48:40,Wait,2,1054,2,1
2013-03-01 13:51:27,Resolve ticket,4,1054,2,1
2013-03-16 13:51:45,Closed,3,1054,2,1
2012-01-23 15:13:31,Assign seriousness,4,1055,1,1
2012-01-23 16:49:47,Take in charge ticket,13,1055,1,1
2012-01-24 14:19:03,Resolve ticket,13,1055,1,1
2012-02-23 15:20:47,Closed,5,1055,1,1
2012-06-06 12:08:26,Assign seriousness,1,1056,1,1
2012-06-06 12:08:43,Take in charge ticket,1,1056,1,1
2012-06-06 15:16:31,Resolve ticket,1,1056,1,1
2012-07-07 12:10:46,Closed,5,1056,1,1
2013-01-10 16:49:27,Assign seriousness,13,1057,35,1
2013-01-11 11:57:25,Take in charge ticket,2,1057,35,1
2013-01-18 15:35:16,Require upgrade,2,1057,35,1
2013-01-18 15:35:51,Wait,2,1057,35,1
2013-02-18 09:37:33,Resolve ticket,2,1057,35,1
2013-03-05 09:37:48,Closed,3,1057,35,1
2012-06-28 12:24:41,Assign seriousness,1,1058,2,1
2012-06-28 12:25:05,Take in charge ticket,1,1058,2,1
2012-07-13 13:26:12,Wait,1,1058,2,1
2012-07-18 15:43:16,Resolve ticket,1,1058,2,1
2012-08-02 15:43:35,Closed,5,1058,2,1
2012-01-09 07:53:54,Assign seriousness,4,1059,1,1
2012-01-09 09:30:45,Take in charge ticket,4,1059,1,1
2012-01-09 10:31:05,Resolve ticket,4,1059,1,1
2012-02-19 17:00:46,Closed,5,1059,1,1
2011-09-02 13:25:55,Assign seriousness,13,1060,1,1
2011-09-14 13:30:44,Take in charge ticket,13,1060,1,1
2011-09-19 13:56:27,Resolve ticket,13,1060,1,1
2011-10-04 13:56:37,Closed,5,1060,1,1
2011-06-21 08:55:05,Assign seriousness,8,1061,17,1
2011-06-21 08:55:21,Assign seriousness,8,1061,17,1
2011-06-27 09:24:28,Take in charge ticket,13,1061,17,1
2011-07-20 13:14:44,Wait,13,1061,17,1
2011-07-28 09:26:55,Resolve ticket,13,1061,17,1
2011-08-12 09:27:14,Closed,5,1061,17,1
2012-01-11 16:46:12,Take in charge ticket,1,1062,18,1
2012-01-12 13:49:28,Wait,1,1062,18,1
2012-02-07 15:06:45,Resolve ticket,1,1062,18,1
2012-03-09 09:11:08,Closed,5,1062,18,1
2012-07-11 14:48:16,Assign seriousness,1,1063,1,1
2012-07-11 14:48:28,Take in charge ticket,1,1063,1,1
2012-07-11 15:24:11,Resolve ticket,1,1063,1,1
2012-09-02 14:50:27,Closed,5,1063,1,1
2012-05-21 15:39:11,Assign seriousness,4,1064,1,1
2012-05-22 07:34:16,Take in charge ticket,1,1064,1,1
2012-05-29 07:08:42,Resolve ticket,1,1064,1,1
2012-07-13 15:41:15,Closed,5,1064,1,1
2011-08-22 14:39:21,Assign seriousness,13,1065,5,1
2011-08-25 12:58:59,Resolve ticket,9,1065,5,1
2011-09-22 14:40:15,Closed,5,1065,5,1
2012-05-24 09:32:06,Assign seriousness,1,1066,1,1
2012-05-25 09:42:28,Take in charge ticket,2,1066,1,1
2012-05-25 12:30:22,Resolve ticket,2,1066,1,1
2012-07-11 09:40:38,Closed,5,1066,1,1
2012-02-14 10:34:26,Assign seriousness,4,1067,1,1
2012-02-14 11:48:20,Take in charge ticket,13,1067,1,1
2012-02-16 11:40:57,Resolve ticket,13,1067,1,1
2012-03-23 10:40:44,Closed,5,1067,1,1
2012-05-15 08:49:37,Assign seriousness,1,1068,1,1
2012-05-18 12:33:18,Take in charge ticket,9,1068,1,1
2012-05-21 13:18:53,Resolve ticket,9,1068,1,1
2012-07-07 08:50:39,Closed,5,1068,1,1
2011-06-21 14:09:39,Assign seriousness,8,1069,1,1
2011-06-21 14:10:08,Take in charge ticket,8,1069,1,1
2011-06-21 14:10:56,Resolve ticket,8,1069,1,1
2011-07-24 14:11:08,Closed,5,1069,1,1
2012-11-23 08:40:05,Assign seriousness,1,1070,42,1
2012-11-27 12:09:04,Take in charge ticket,2,1070,42,1
2012-11-27 12:16:27,Resolve ticket,16,1070,42,1
2012-11-30 14:58:54,Take in charge ticket,16,1070,42,1
2012-12-05 09:59:17,Wait,16,1070,42,1
2012-12-13 17:39:38,Resolve ticket,16,1070,42,1
2012-12-28 17:39:52,Closed,3,1070,42,1
2011-05-18 09:38:14,Assign seriousness,8,1071,1,1
2011-05-18 09:38:35,Take in charge ticket,8,1071,1,1
2011-05-23 10:35:13,Resolve ticket,13,1071,1,1
2011-07-01 09:40:32,Closed,5,1071,1,1
2012-07-17 10:43:08,Assign seriousness,1,1072,4,1
2012-07-18 14:58:04,Assign seriousness,13,1072,4,1
2012-07-18 14:58:17,Take in charge ticket,13,1072,4,1
2012-07-20 13:17:21,Resolve ticket,1,1072,4,1
2012-09-01 10:50:21,Closed,5,1072,4,1
2011-12-30 08:47:19,Assign seriousness,1,1073,1,1
2012-01-02 08:40:49,Take in charge ticket,9,1073,1,1
2012-01-02 09:45:20,Resolve ticket,9,1073,1,1
2012-02-08 08:50:32,Closed,5,1073,1,1
2011-10-28 10:45:32,Assign seriousness,1,1074,2,1
2011-11-02 16:41:16,Take in charge ticket,13,1074,2,1
2011-11-10 14:21:37,Wait,13,1074,2,1
2011-11-17 13:49:37,Resolve ticket,13,1074,2,1
2011-12-07 11:10:25,Closed,5,1074,2,1
2012-08-07 10:01:46,Assign seriousness,13,1075,1,1
2012-08-23 07:05:34,Take in charge ticket,3,1075,1,1
2012-09-05 08:54:11,Resolve ticket,2,1075,1,1
2012-09-20 08:54:27,Closed,3,1075,1,1
2012-04-24 15:48:55,Assign seriousness,13,1076,2,1
2012-04-30 14:02:06,Take in charge ticket,1,1076,2,1
2012-05-08 09:17:42,Wait,1,1076,2,1
2012-05-15 12:31:15,Resolve ticket,1,1076,2,1
2012-06-14 12:31:39,Closed,5,1076,2,1
2010-09-01 15:21:14,Assign seriousness,14,1077,4,1
2010-09-02 07:28:41,Assign seriousness,2,1077,4,1
2010-09-09 10:02:08,Take in charge ticket,2,1077,4,1
2010-09-09 10:18:11,Resolve ticket,2,1077,4,1
2010-10-30 15:31:26,Closed,5,1077,4,1
2011-02-09 11:06:02,Assign seriousness,8,1078,6,1
2011-02-09 11:08:31,Take in charge ticket,8,1078,6,1
2011-02-09 14:12:01,Resolve ticket,8,1078,6,1
2011-02-09 14:12:02,Resolve ticket,8,1078,6,1
2011-03-16 11:10:57,Closed,5,1078,6,1
2013-10-23 07:07:54,Assign seriousness,18,1079,14,1
2013-10-23 07:42:54,Take in charge ticket,2,1079,14,1
2013-10-23 08:21:51,Wait,2,1079,14,1
2013-10-23 08:21:51,Wait,2,1079,14,1
2013-11-18 15:53:04,Resolve ticket,2,1079,14,1
2013-12-03 15:53:16,Closed,3,1079,14,1
2010-06-09 10:33:30,Insert ticket,11,1080,37,1
